I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 13:04:22.273045       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:22.273072       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:22.273104       1 scale_down.go:706] No candidates for scale down
I1028 13:04:32.282492       1 static_autoscaler.go:147] Starting main loop
I1028 13:04:32.282572       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 13:04:32.467978       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 13:05:32.467972792 +0000 UTC m=+1817.859156495
W1028 13:04:32.468082       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:32.468441       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:32.468457       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:32.468492       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:32.468511       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:32.468526       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:32.468538       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:04:32.468575       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:32.468599       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:32.468632       1 scale_down.go:706] No candidates for scale down
I1028 13:04:32.641851       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:307: Watch close - *v1beta1.PodDisruptionBudget total 0 items received
I1028 13:04:38.641335       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:319: Watch close - *v1.DaemonSet total 0 items received
I1028 13:04:42.477421       1 static_autoscaler.go:147] Starting main loop
W1028 13:04:42.477561       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:42.478027       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:42.478043       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:42.478081       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:42.478094       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:42.478105       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:42.478117       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:04:42.478161       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:42.478185       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:42.478217       1 scale_down.go:706] No candidates for scale down
I1028 13:04:52.487085       1 static_autoscaler.go:147] Starting main loop
W1028 13:04:52.487228       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:04:52.487736       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:04:52.487759       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:04:52.487801       1 static_autoscaler.go:320] No schedulable pods
I1028 13:04:52.487817       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:04:52.487829       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:04:52.487842       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:04:52.487896       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:04:52.487926       1 static_autoscaler.go:412] Starting scale down
I1028 13:04:52.487961       1 scale_down.go:706] No candidates for scale down
I1028 13:05:02.496825       1 static_autoscaler.go:147] Starting main loop
W1028 13:05:02.496975       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:02.497463       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:02.497479       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:02.497525       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:02.497540       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:02.497550       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:02.497561       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:02.497608       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:02.497632       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:02.497663       1 scale_down.go:706] No candidates for scale down
I1028 13:05:12.506532       1 static_autoscaler.go:147] Starting main loop
W1028 13:05:12.506670       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:12.507206       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:12.507224       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:12.507263       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:12.507275       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:12.507287       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:12.507299       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:12.507346       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:12.507369       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:12.507400       1 scale_down.go:706] No candidates for scale down
I1028 13:05:22.515774       1 static_autoscaler.go:147] Starting main loop
W1028 13:05:22.516015       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:22.516873       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:22.516919       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:22.517017       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:22.517054       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:22.517118       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:22.517181       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:22.517290       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:22.517360       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:22.517441       1 scale_down.go:706] No candidates for scale down
I1028 13:05:32.526262       1 static_autoscaler.go:147] Starting main loop
I1028 13:05:32.526305       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 13:05:32.686097       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 13:06:32.686091045 +0000 UTC m=+1878.077274741
W1028 13:05:32.686199       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:32.686671       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:32.686691       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:32.686800       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:32.686818       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:32.686839       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:32.686853       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:32.686904       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:32.686925       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:32.686957       1 scale_down.go:706] No candidates for scale down
I1028 13:05:36.848861       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.Pod total 0 items received
I1028 13:05:42.695889       1 static_autoscaler.go:147] Starting main loop
W1028 13:05:42.696044       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:42.696554       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:42.696576       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:42.696619       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:42.696634       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:42.696645       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:42.696658       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:42.696711       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:42.696738       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:42.696774       1 scale_down.go:706] No candidates for scale down
I1028 13:05:52.705885       1 static_autoscaler.go:147] Starting main loop
W1028 13:05:52.706019       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:05:52.706516       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:05:52.706533       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:05:52.706609       1 static_autoscaler.go:320] No schedulable pods
I1028 13:05:52.706624       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:05:52.706635       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:05:52.706648       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:05:52.706699       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:05:52.706752       1 static_autoscaler.go:412] Starting scale down
I1028 13:05:52.706783       1 scale_down.go:706] No candidates for scale down
I1028 13:05:58.049871       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.StatefulSet total 0 items received
I1028 13:06:02.715461       1 static_autoscaler.go:147] Starting main loop
W1028 13:06:02.715605       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:06:02.716090       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:06:02.716105       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:06:02.716149       1 static_autoscaler.go:320] No schedulable pods
I1028 13:06:02.716164       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:06:02.716174       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:06:02.716186       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:06:02.716233       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 13:06:02.716260       1 static_autoscaler.go:412] Starting scale down
I1028 13:06:02.716293       1 scale_down.go:706] No candidates for scale down
I1028 13:06:12.725390       1 static_autoscaler.go:147] Starting main loop
W1028 13:06:12.725526       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 13:06:12.726450       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 13:06:12.726467       1 static_autoscaler.go:303] Filtering out schedulables
I1028 13:06:12.726513       1 static_autoscaler.go:320] No schedulable pods
I1028 13:06:12.726526       1 static_autoscaler.go:328] No unschedulable pods
I1028 13:06:12.726536       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 13:06:12.726548       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 13:06:12.726597       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 12:45:26.470156651 +0000 UTC m=+611.861340342 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
